Admission_grade,Previous_qualification_grade,Age_at_enrollment,Gender,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,AppMode_1,AppMode_2,AppMode_5,AppMode_7,AppMode_10,AppMode_15,AppMode_16,AppMode_17,AppMode_18,AppMode_26,AppMode_27,AppMode_39,AppMode_42,AppMode_43,AppMode_44,AppMode_51,AppMode_53,AppMode_57,Status_num
140.0,140.0,21,1,0,0,1,6,5,12.142857142857142,6,5,11.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
124.7,132.0,21,1,0,0,1,6,6,12.0,6,5,11.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
140.0,130.0,34,1,0,0,1,5,3,11.666666666666666,5,4,12.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
150.0,140.0,34,1,0,0,1,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115.6,110.0,21,1,0,0,1,6,6,11.875,6,5,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
116.9,140.0,32,1,0,0,1,11,7,11.285714285714286,7,6,12.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
123.4,130.0,30,1,0,0,1,6,2,10.0,6,3,11.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146.5,137.0,19,1,1,0,1,12,11,12.0,11,10,11.181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117.1,158.0,20,1,0,0,1,7,6,13.833333333333334,6,5,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113.9,124.0,18,1,0,0,1,6,0,0.0,6,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.7,136.0,19,1,0,0,1,6,6,14.428571428571429,6,6,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
132.9,142.0,18,1,0,0,1,7,5,14.2,7,6,12.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123.0,150.0,27,1,0,0,1,5,4,11.5,5,3,10.333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129.8,120.0,52,1,0,0,1,6,5,13.0,6,6,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
156.1,149.0,29,1,0,0,0,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120.0,130.0,22,1,1,0,0,6,3,11.333333333333334,6,2,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
117.2,110.0,28,1,0,0,1,18,18,12.5,13,12,11.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
107.0,133.1,30,1,0,0,1,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128.4,134.0,18,0,0,0,1,7,7,13.471428571428572,8,8,13.944444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123.4,130.0,21,0,0,0,1,5,4,11.75,5,3,13.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126.7,141.0,20,0,1,1,1,6,6,13.333333333333334,6,6,14.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123.0,123.0,21,0,0,1,1,8,8,13.105,8,8,13.105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
137.2,133.1,32,0,1,0,0,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125.9,122.0,20,1,0,1,1,6,6,15.5,6,6,12.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138.0,132.0,19,1,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.2,133.1,18,1,1,0,0,6,4,11.25,6,3,12.333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126.5,130.0,23,1,0,0,0,15,12,11.0,14,11,11.363636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112.4,111.0,20,1,0,0,1,6,6,12.333333333333334,6,4,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109.0,133.1,46,0,0,0,1,9,8,11.375,5,5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
100.0,125.0,27,1,0,0,1,18,18,12.22222222222222,12,12,12.384615384615383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
144.7,137.0,20,1,0,0,1,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120.0,100.0,41,1,0,0,1,9,9,12.0,7,6,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
100.0,133.1,40,1,1,0,1,5,1,11.0,5,1,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
154.0,150.0,37,1,0,0,1,16,16,14.125,11,10,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
111.3,120.0,20,1,0,0,1,5,5,10.2,5,5,11.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150.0,150.0,20,0,0,0,1,5,4,12.0,5,4,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
100.0,133.1,26,0,0,0,1,9,9,12.333333333333334,7,7,12.571428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
162.5,133.1,54,1,0,0,1,9,9,14.333333333333334,7,7,13.857142857142858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
134.1,132.0,21,1,0,0,1,6,6,15.166666666666666,6,6,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
133.0,134.0,20,0,0,1,1,6,6,15.142857142857142,6,6,15.142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119.0,126.0,18,0,0,0,1,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131.1,136.0,19,0,0,0,1,7,6,13.411428571428573,8,7,13.294444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129.4,129.0,18,0,0,0,1,6,6,12.333333333333334,6,6,12.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123.9,126.0,19,0,0,0,1,6,4,11.8,6,4,12.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140.0,140.0,22,0,1,0,1,6,6,12.0,6,3,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162.0,162.0,19,0,0,0,1,6,6,15.0,6,6,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
131.6,148.0,21,0,0,0,1,12,8,13.875,11,9,12.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.6,119.0,20,0,0,0,1,7,6,11.833333333333334,7,6,14.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
117.4,123.0,18,0,0,1,1,6,6,12.5,6,6,13.833333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
137.8,150.0,18,0,0,1,1,6,6,15.0,6,6,15.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
106.7,113.0,20,0,1,0,1,6,2,11.666666666666666,6,4,10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156.9,152.0,18,0,0,1,1,7,7,14.668,8,8,14.63375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
129.0,154.0,18,0,0,0,1,8,6,13.345,8,6,13.345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124.8,130.0,20,0,0,1,1,6,5,12.8,6,6,12.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115.1,121.0,19,0,0,0,1,6,6,10.833333333333334,6,6,12.142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
146.7,153.0,18,0,0,0,1,6,6,13.666666666666666,6,5,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
132.8,148.0,18,0,0,0,1,8,7,14.537142857142856,8,7,14.537142857142856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
159.1,143.0,18,0,1,1,1,5,5,14.4,5,5,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137.6,147.0,20,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
124.0,138.0,19,0,0,1,1,6,6,13.166666666666666,6,6,13.833333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
149.0,120.0,36,1,0,0,0,6,2,11.5,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129.6,145.0,19,0,0,1,1,6,6,11.333333333333334,6,6,12.428571428571429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
110.0,118.0,18,0,0,0,1,6,6,12.0,6,5,13.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
116.1,121.0,18,0,0,1,1,6,6,13.166666666666666,6,6,12.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133.3,135.0,18,0,0,1,1,6,6,14.833333333333334,6,6,14.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
144.3,140.0,19,0,0,0,1,7,7,13.0,9,9,13.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
133.6,145.0,18,0,0,0,1,7,7,13.087142857142856,8,8,12.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
123.2,133.0,19,0,0,1,1,6,6,13.333333333333334,6,6,13.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
137.2,127.0,18,0,0,0,1,6,6,12.166666666666666,6,4,12.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130.0,130.0,22,0,0,1,0,6,6,11.0,6,4,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
110.0,117.0,18,0,1,0,0,6,0,0.0,6,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,125.0,19,0,0,0,1,5,5,13.6,5,5,12.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
128.4,141.0,18,0,0,0,1,6,6,15.5,6,6,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113.6,122.0,19,0,0,0,1,7,7,13.857142857142858,7,7,14.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113.5,118.0,20,0,1,0,1,5,2,11.5,5,3,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
146.9,142.0,18,0,0,1,1,6,6,13.0,6,6,12.166666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
141.3,143.0,23,0,1,0,0,6,6,14.0,6,4,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129.7,143.0,20,0,0,0,1,4,0,0.0,6,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.3,123.0,20,0,0,0,1,6,6,11.166666666666666,6,6,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109.1,115.0,22,0,1,1,0,6,0,0.0,6,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.1,112.0,18,0,0,1,1,7,7,12.142857142857142,7,6,13.666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
129.2,135.0,18,0,0,1,1,7,7,14.145714285714286,8,8,13.627777777777778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
154.1,162.0,18,0,0,0,1,7,7,14.45,8,8,14.144444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
147.2,143.0,18,0,0,0,1,7,7,15.714285714285714,7,7,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.0,130.0,21,0,0,0,1,5,5,12.8,5,3,12.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
130.8,136.0,20,0,0,0,1,6,6,12.5,6,6,11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120.8,125.0,18,0,0,0,1,6,6,14.5,6,6,12.833333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
125.4,132.0,20,0,0,1,0,7,7,13.462857142857144,8,7,13.164285714285716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
121.3,123.0,25,0,0,0,1,6,6,12.833333333333334,6,6,12.833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
127.0,142.0,18,0,0,1,1,5,5,12.0,5,4,11.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
151.6,147.0,19,0,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
131.6,140.0,20,0,0,0,1,7,6,14.714285714285714,7,6,13.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106.0,133.1,20,0,0,1,1,6,6,12.571428571428571,6,6,13.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111.6,114.0,21,0,0,1,1,6,6,12.5,6,6,11.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
117.3,125.0,18,0,0,0,1,6,6,14.0,6,5,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
121.4,127.0,18,0,0,0,1,7,7,11.571428571428571,7,6,13.166666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126.1,132.0,18,0,0,1,1,6,6,15.833333333333334,6,6,15.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
137.0,148.0,18,0,0,0,1,8,8,14.25,8,8,14.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.8,139.0,19,0,0,0,1,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128.7,136.0,20,0,0,0,1,6,6,11.666666666666666,6,6,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118.0,133.1,47,0,0,0,1,6,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120.0,120.0,21,0,1,0,1,5,5,13.2,5,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
160.0,130.0,31,1,0,0,1,6,2,12.0,6,1,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150.0,110.0,46,1,0,0,1,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121.8,133.0,18,1,0,0,1,5,4,12.0,5,2,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125.4,138.0,19,1,0,0,1,5,3,13.333333333333334,5,4,10.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126.6,131.0,23,1,0,0,1,7,5,12.414285714285713,7,2,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150.0,150.0,22,1,0,0,0,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114.5,125.0,19,1,0,0,1,5,5,13.8,5,5,12.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107.0,108.0,19,0,1,0,0,5,0,0.0,5,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.7,116.0,22,1,0,0,0,5,4,11.5,5,4,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120.0,133.1,29,1,1,0,0,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134.8,147.0,18,0,0,0,1,7,6,14.016666666666666,7,6,14.016666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133.6,143.0,18,0,0,0,1,6,5,11.4,6,5,10.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
129.0,115.0,23,0,1,1,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.4,160.0,34,0,0,0,1,5,5,10.4,5,5,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
122.2,118.0,19,0,0,0,1,5,3,10.666666666666666,5,4,10.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
113.3,122.0,18,0,0,0,1,5,4,14.25,5,5,12.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129.9,143.0,20,0,0,1,1,7,7,13.914285714285713,8,8,14.10625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
126.2,133.0,19,0,0,0,1,7,7,13.761111111111113,8,7,12.82375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112.6,122.0,22,0,0,0,1,6,5,12.6,6,4,11.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149.0,164.0,23,0,0,1,1,6,6,13.857142857142858,6,6,14.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.0,133.1,34,1,0,1,1,8,7,13.842857142857143,8,7,13.842857142857143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
120.4,127.0,18,1,1,0,0,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
128.1,140.0,21,1,0,0,1,6,5,11.8,6,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141.7,127.0,22,1,0,0,1,6,6,12.666666666666666,6,6,13.833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.0,133.1,28,1,0,0,1,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113.3,115.0,23,1,0,0,1,5,0,0.0,5,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.9,108.0,20,1,0,0,1,6,4,10.75,6,2,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.7,136.0,18,1,0,0,1,5,5,12.6,5,3,13.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120.0,133.1,28,1,1,0,0,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119.8,120.0,21,1,0,0,1,7,2,12.0,9,7,12.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122.9,133.1,25,1,1,0,0,6,3,14.0,6,2,14.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160.0,160.0,19,1,0,0,0,6,6,14.0,6,6,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125.2,128.0,18,1,0,1,1,7,7,14.682857142857143,8,8,15.055555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
143.4,130.0,29,1,0,0,1,3,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96.7,133.1,29,1,0,1,1,5,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126.9,137.0,20,1,0,0,1,6,6,13.857142857142858,6,5,12.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
143.1,163.0,18,1,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114.5,125.0,20,1,0,0,1,6,6,13.142857142857142,6,6,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
140.0,120.0,33,1,0,0,1,5,1,18.0,5,2,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113.7,150.0,30,1,0,0,1,15,13,11.461538461538462,11,10,11.583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
131.5,135.0,21,1,0,1,1,7,5,11.2,8,6,11.583333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143.5,148.0,18,1,1,0,1,6,5,15.0,6,4,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126.8,138.0,19,1,0,1,1,7,7,14.244444444444444,8,8,12.233333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115.2,119.0,21,1,0,1,1,6,4,11.5,6,5,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100.0,130.0,25,1,0,1,1,7,2,10.0,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121.4,135.0,19,1,0,0,1,5,3,12.333333333333334,5,5,11.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.0,120.0,23,1,0,0,1,7,5,12.2,9,7,12.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129.9,126.0,19,1,0,1,1,6,6,13.666666666666666,6,5,13.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
151.1,149.0,19,1,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.0,110.0,31,1,1,0,0,6,1,11.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130.0,133.1,32,1,1,0,0,6,3,13.0,10,6,11.428571428571429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119.0,127.0,19,0,0,1,1,8,7,12.599999999999998,8,7,12.599999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
122.0,120.0,34,0,0,0,1,10,10,12.2,10,9,12.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
129.7,136.0,21,0,0,0,1,6,6,13.166666666666666,6,6,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
112.5,110.0,53,0,0,1,1,7,6,11.0,7,7,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
136.0,136.0,19,0,0,1,1,7,7,14.014285714285714,8,8,15.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133.1,145.0,20,0,0,1,1,6,4,13.0,6,4,11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
151.3,159.0,18,0,0,0,1,6,6,14.0,6,6,14.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133.3,147.0,32,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130.8,150.0,21,0,0,1,1,8,7,14.428571428571429,8,7,14.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
140.0,140.0,26,0,0,0,0,5,0,0.0,5,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.0,150.0,26,0,0,0,1,18,18,11.833333333333334,13,13,12.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
130.0,130.0,21,0,0,0,0,5,3,11.333333333333334,5,1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125.3,120.0,18,0,0,0,1,6,6,12.5,6,6,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
124.0,130.0,21,0,0,1,1,12,12,13.333333333333334,12,11,12.545454545454543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
113.8,112.0,21,0,0,0,1,6,6,10.833333333333334,6,4,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124.4,128.0,19,0,0,1,1,6,6,13.0,6,6,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
107.7,114.0,19,0,0,0,1,5,2,10.0,5,2,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110.0,118.0,19,0,0,1,1,6,6,11.428571428571429,6,5,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
130.0,130.0,27,0,0,0,1,8,8,12.8875,8,8,12.8875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138.8,145.0,18,0,0,1,1,7,6,12.95,7,6,12.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126.3,121.0,20,0,0,0,1,5,1,10.0,5,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.5,114.0,19,0,0,1,1,7,7,13.094285714285714,8,8,12.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116.5,127.0,20,0,0,0,1,6,0,0.0,6,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.6,145.0,19,0,0,1,1,6,5,11.714285714285714,6,6,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
130.0,130.0,20,0,0,0,1,6,4,11.25,6,3,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
134.6,150.0,20,0,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.8,145.0,18,0,0,0,1,6,6,13.166666666666666,6,6,13.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
135.7,128.0,20,0,0,0,1,5,4,12.75,5,5,13.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.0,140.0,38,0,0,0,0,5,5,10.6,5,2,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138.0,130.0,42,0,0,0,1,6,5,11.2,6,6,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
